TF	Target	Experimentos_pos	Experimentos_neg
AT4G37790	AT4G36150	1/1	0/1
AT1G49560	AT4G36150	1/1	0/1
AT5G10030	AT4G36150	0/2	1/2
AT5G67300	AT4G36150	0/1	1/1
AT1G72830	AT4G36150	0/1	1/1
AT4G23750	AT4G36150	0/1	1/1
AT4G37180	AT4G36150	1/1	0/1
AT2G46680	AT4G36150	0/1	1/1
AT2G40750	AT4G36150	1/1	0/1
AT2G38470	AT4G36150	1/1	0/1
AT4G36540	AT4G36150	0/1	1/1
AT4G31800	AT4G36150	0/1	1/1
AT2G46270	AT4G36150	0/1	1/1
AT3G18990	AT4G36150	0/1	1/1
AT5G65210	AT4G36430	0/3	1/3
AT5G62430	AT4G36430	1/2	0/2
AT5G62020	AT4G36430	0/1	1/1
AT2G22200	AT4G36430	0/1	1/1
AT3G16870	AT4G36430	0/1	1/1
AT5G04760	AT4G36430	0/1	1/1
AT4G01120	AT4G36430	0/1	1/1
AT1G13260	AT4G36430	0/1	1/1
AT5G58900	AT4G36430	1/1	0/1
AT3G49940	AT4G36430	1/2	0/2
AT5G04340	AT4G36430	0/1	1/1
AT4G16141	AT4G36430	0/1	1/1
AT3G17609	AT4G36430	0/1	1/1
AT2G39250	AT4G36430	0/2	1/2
AT1G51140	AT4G36430	0/1	1/1
AT5G49450	AT4G36430	0/1	1/1
AT1G49560	AT4G36430	0/1	1/1
AT1G25550	AT4G36430	0/1	1/1
AT5G57660	AT4G36430	0/1	1/1
AT1G22640	AT4G36430	0/1	1/1
AT2G40750	AT4G36430	1/1	0/1
AT1G35560	AT4G36430	0/1	1/1
AT5G05410	AT4G36430	0/1	1/1
AT5G46590	AT4G36430	1/1	0/1
AT1G49720	AT4G36430	0/1	1/1
AT5G65210	AT4G37530	1/3	0/3
AT4G27950	AT4G37530	1/4	0/4
AT5G62430	AT4G37530	1/2	0/2
AT5G62020	AT4G37530	1/1	0/1
AT2G22200	AT4G37530	1/1	0/1
AT5G10970	AT4G37530	1/1	0/1
AT3G16870	AT4G37530	1/1	0/1
AT1G13260	AT4G37530	1/1	0/1
AT3G49940	AT4G37530	1/2	0/2
AT1G66140	AT4G37530	1/1	0/1
AT1G68670	AT4G37530	1/1	0/1
AT3G17609	AT4G37530	1/1	0/1
AT4G39780	AT4G37530	1/2	0/2
AT5G49450	AT4G37530	1/1	0/1
AT2G22430	AT4G37530	1/1	0/1
AT4G37790	AT4G37530	1/1	0/1
AT1G49560	AT4G37530	0/1	1/1
AT5G10030	AT4G37530	1/2	0/2
AT5G07680	AT4G37530	1/1	0/1
AT2G33550	AT4G37530	1/1	0/1
AT1G22640	AT4G37530	1/1	0/1
AT1G69490	AT4G37530	1/1	0/1
AT4G34000	AT4G37530	0/1	1/1
AT4G31800	AT4G37530	1/1	0/1
AT4G27950	AT4G37590	0/4	1/4
AT5G62430	AT4G37590	0/2	1/2
AT5G62020	AT4G37590	0/1	1/1
AT2G22200	AT4G37590	0/1	1/1
AT5G10970	AT4G37590	0/1	1/1
AT3G16870	AT4G37590	0/1	1/1
AT5G04760	AT4G37590	1/1	0/1
AT5G15830	AT4G37590	1/1	0/1
AT4G01120	AT4G37590	0/1	1/1
AT5G58900	AT4G37590	1/1	0/1
AT3G49940	AT4G37590	0/2	1/2
AT5G29000	AT4G37590	1/1	0/1
AT1G66140	AT4G37590	0/1	1/1
AT1G68670	AT4G37590	0/1	1/1
AT4G39780	AT4G37590	0/2	1/2
AT1G51140	AT4G37590	1/1	0/1
AT5G49450	AT4G37590	1/1	0/1
AT4G37790	AT4G37590	1/1	0/1
AT5G07680	AT4G37590	1/1	0/1
AT5G67300	AT4G37590	0/1	1/1
AT2G33550	AT4G37590	0/1	1/1
AT1G72830	AT4G37590	0/1	1/1
AT4G37180	AT4G37590	0/1	1/1
AT1G35560	AT4G37590	1/1	0/1
AT3G18990	AT4G37590	0/1	1/1
AT5G65210	AT4G38060	1/3	0/3
AT4G27950	AT4G38060	1/4	0/4
AT5G62430	AT4G38060	1/2	0/2
AT5G62020	AT4G38060	1/1	0/1
AT2G22200	AT4G38060	1/1	0/1
AT3G16870	AT4G38060	1/1	0/1
AT5G04760	AT4G38060	1/1	0/1
AT5G15830	AT4G38060	1/1	0/1
AT4G01120	AT4G38060	1/1	0/1
AT1G13260	AT4G38060	0/1	1/1
AT5G58900	AT4G38060	1/1	0/1
AT3G49940	AT4G38060	1/2	0/2
AT5G29000	AT4G38060	1/1	0/1
AT1G68670	AT4G38060	1/1	0/1
AT2G39250	AT4G38060	0/2	1/2
AT5G49450	AT4G38060	1/1	0/1
AT2G22430	AT4G38060	1/1	0/1
AT4G37790	AT4G38060	0/1	1/1
AT3G28910	AT4G38060	0/1	1/1
AT5G07680	AT4G38060	1/1	0/1
AT2G33550	AT4G38060	1/1	0/1
AT5G57660	AT4G38060	1/1	0/1
AT2G46680	AT4G38060	1/1	0/1
AT1G35560	AT4G38060	0/1	1/1
AT3G18990	AT4G38060	0/1	1/1
AT5G65210	AT4G39780	1/3	0/3
AT4G27950	AT4G39780	0/4	1/4
AT5G62430	AT4G39780	1/2	0/2
AT5G62020	AT4G39780	0/1	1/1
AT5G10970	AT4G39780	0/1	1/1
AT5G67420	AT4G39780	0/2	2/2
AT4G01120	AT4G39780	0/1	1/1
AT1G13260	AT4G39780	0/1	1/1
AT5G58900	AT4G39780	1/1	0/1
AT5G29000	AT4G39780	1/1	0/1
AT1G66140	AT4G39780	0/1	1/1
AT1G49560	AT4G39780	0/1	1/1
AT3G28910	AT4G39780	0/1	1/1
AT5G67300	AT4G39780	0/1	1/1
AT5G57660	AT4G39780	1/1	0/1
AT4G23750	AT4G39780	0/1	1/1
AT1G09540	AT4G39780	0/1	1/1
AT2G46680	AT4G39780	0/1	1/1
AT1G35560	AT4G39780	0/1	1/1
AT1G69490	AT4G39780	0/1	1/1
AT5G47230	AT4G39780	1/1	0/1
AT4G24020	AT4G39780	1/1	0/1
AT2G42280	AT4G39780	0/1	1/1
AT2G46270	AT4G39780	0/1	1/1
AT5G62430	AT5G01550	2/2	0/2
AT5G62020	AT5G01550	1/1	0/1
AT5G04760	AT5G01550	0/1	1/1
AT5G67420	AT5G01550	0/2	2/2
AT4G01120	AT5G01550	0/1	1/1
AT1G13260	AT5G01550	0/1	1/1
AT5G58900	AT5G01550	0/1	1/1
AT3G49940	AT5G01550	0/2	1/2
AT5G29000	AT5G01550	0/1	1/1
AT1G68670	AT5G01550	1/1	0/1
AT5G04340	AT5G01550	1/1	0/1
AT1G51140	AT5G01550	0/1	1/1
AT4G37790	AT5G01550	0/1	1/1
AT5G10030	AT5G01550	0/2	1/2
AT5G67300	AT5G01550	0/1	1/1
AT1G72830	AT5G01550	0/1	1/1
AT5G57660	AT5G01550	1/1	0/1
AT4G37180	AT5G01550	1/1	0/1
AT2G38470	AT5G01550	1/1	0/1
AT1G69490	AT5G01550	1/1	0/1
AT5G05410	AT5G01550	0/1	1/1
AT4G34000	AT5G01550	0/1	1/1
AT2G46270	AT5G01550	0/1	1/1
AT5G65210	AT5G03510	1/3	0/3
AT4G27950	AT5G03510	1/4	0/4
AT5G62430	AT5G03510	1/2	0/2
AT5G62020	AT5G03510	1/1	0/1
AT2G22200	AT5G03510	1/1	0/1
AT5G10970	AT5G03510	1/1	0/1
AT3G16870	AT5G03510	1/1	0/1
AT5G15830	AT5G03510	1/1	0/1
AT4G01120	AT5G03510	1/1	0/1
AT3G49940	AT5G03510	1/2	0/2
AT1G66140	AT5G03510	1/1	0/1
AT1G68670	AT5G03510	1/1	0/1
AT5G04340	AT5G03510	0/1	1/1
AT4G16141	AT5G03510	1/1	0/1
AT3G17609	AT5G03510	1/1	0/1
AT1G51140	AT5G03510	0/1	1/1
AT5G49450	AT5G03510	1/1	0/1
AT2G22430	AT5G03510	1/1	0/1
AT4G37790	AT5G03510	0/1	1/1
AT5G10030	AT5G03510	0/2	1/2
AT5G07680	AT5G03510	1/1	0/1
AT2G33550	AT5G03510	1/1	0/1
AT1G25550	AT5G03510	1/1	0/1
AT2G46680	AT5G03510	1/1	0/1
AT5G46590	AT5G03510	1/1	0/1
AT5G65210	AT5G04750	0/3	1/3
AT5G62430	AT5G04750	0/2	2/2
AT5G62020	AT5G04750	0/1	1/1
AT2G22200	AT5G04750	0/1	1/1
AT5G10970	AT5G04750	0/1	1/1
AT3G16870	AT5G04750	0/1	1/1
AT5G04760	AT5G04750	0/1	1/1
AT5G15830	AT5G04750	0/1	1/1
AT3G49940	AT5G04750	0/2	1/2
AT1G66140	AT5G04750	0/1	1/1
AT1G68670	AT5G04750	0/1	1/1
AT4G16141	AT5G04750	0/1	1/1
AT3G17609	AT5G04750	0/1	1/1
AT4G39780	AT5G04750	0/2	1/2
AT5G49450	AT5G04750	0/1	1/1
AT2G22430	AT5G04750	0/1	1/1
AT5G10030	AT5G04750	0/2	1/2
AT5G07680	AT5G04750	0/1	1/1
AT2G33550	AT5G04750	0/1	1/1
AT1G25550	AT5G04750	0/1	1/1
AT5G57660	AT5G04750	0/1	1/1
AT4G23750	AT5G04750	1/1	0/1
AT5G47230	AT5G04750	0/1	1/1
AT2G42280	AT5G04750	1/1	0/1
AT5G65210	AT5G09220	0/3	1/3
AT4G27950	AT5G09220	0/4	2/4
AT5G62430	AT5G09220	0/2	2/2
AT5G62020	AT5G09220	0/1	1/1
AT2G22200	AT5G09220	0/1	1/1
AT5G10970	AT5G09220	0/1	1/1
AT3G16870	AT5G09220	0/1	1/1
AT5G04760	AT5G09220	0/1	1/1
AT5G15830	AT5G09220	0/1	1/1
AT1G13260	AT5G09220	0/1	1/1
AT3G49940	AT5G09220	0/2	1/2
AT1G66140	AT5G09220	0/1	1/1
AT1G68670	AT5G09220	0/1	1/1
AT4G16141	AT5G09220	0/1	1/1
AT3G17609	AT5G09220	0/1	1/1
AT4G39780	AT5G09220	0/2	1/2
AT2G22430	AT5G09220	0/1	1/1
AT5G10030	AT5G09220	0/2	1/2
AT5G07680	AT5G09220	0/1	1/1
AT2G33550	AT5G09220	0/1	1/1
AT1G72830	AT5G09220	0/1	1/1
AT1G35560	AT5G09220	1/1	0/1
AT4G36540	AT5G09220	0/1	1/1
AT5G65210	AT5G09600	0/3	1/3
AT4G27950	AT5G09600	2/4	0/4
AT5G62430	AT5G09600	0/2	1/2
AT5G62020	AT5G09600	0/1	1/1
AT2G22200	AT5G09600	0/1	1/1
AT5G10970	AT5G09600	0/1	1/1
AT3G16870	AT5G09600	0/1	1/1
AT5G15830	AT5G09600	0/1	1/1
AT1G13260	AT5G09600	0/1	1/1
AT5G29000	AT5G09600	0/1	1/1
AT1G66140	AT5G09600	0/1	1/1
AT1G68670	AT5G09600	0/1	1/1
AT4G16141	AT5G09600	0/1	1/1
AT3G17609	AT5G09600	0/1	1/1
AT2G39250	AT5G09600	0/2	1/2
AT4G39780	AT5G09600	0/2	1/2
AT5G49450	AT5G09600	0/1	1/1
AT2G22430	AT5G09600	0/1	1/1
AT1G49560	AT5G09600	0/1	1/1
AT5G10030	AT5G09600	0/2	1/2
AT2G33550	AT5G09600	0/1	1/1
AT1G25550	AT5G09600	0/1	1/1
AT1G35560	AT5G09600	1/1	0/1
AT4G36540	AT5G09600	0/1	1/1
AT5G65210	AT5G09800	0/3	2/3
AT5G62020	AT5G09800	0/1	1/1
AT2G22200	AT5G09800	1/1	0/1
AT5G10970	AT5G09800	0/1	1/1
AT3G16870	AT5G09800	0/1	1/1
AT5G04760	AT5G09800	0/1	1/1
AT5G67420	AT5G09800	0/2	2/2
AT4G01120	AT5G09800	0/1	1/1
AT1G13260	AT5G09800	0/1	1/1
AT3G49940	AT5G09800	0/2	1/2
AT5G29000	AT5G09800	0/1	1/1
AT5G04340	AT5G09800	0/1	1/1
AT3G17609	AT5G09800	0/1	1/1
AT4G39780	AT5G09800	1/2	0/2
AT2G22430	AT5G09800	0/1	1/1
AT4G37790	AT5G09800	1/1	0/1
AT1G49560	AT5G09800	0/1	1/1
AT1G72830	AT5G09800	0/1	1/1
AT1G09540	AT5G09800	0/1	1/1
AT2G46680	AT5G09800	0/1	1/1
AT2G40750	AT5G09800	1/1	0/1
AT1G35560	AT5G09800	0/1	1/1
AT2G38470	AT5G09800	1/1	0/1
AT5G65210	AT5G10980	1/3	0/3
AT5G62430	AT5G10980	1/2	0/2
AT5G62020	AT5G10980	1/1	0/1
AT2G22200	AT5G10980	1/1	0/1
AT5G10970	AT5G10980	1/1	0/1
AT3G16870	AT5G10980	1/1	0/1
AT5G15830	AT5G10980	1/1	0/1
AT5G67420	AT5G10980	1/2	0/2
AT4G01120	AT5G10980	1/1	0/1
AT1G13260	AT5G10980	1/1	0/1
AT3G49940	AT5G10980	1/2	0/2
AT1G66140	AT5G10980	1/1	0/1
AT1G68670	AT5G10980	1/1	0/1
AT4G16141	AT5G10980	1/1	0/1
AT3G17609	AT5G10980	1/1	0/1
AT2G39250	AT5G10980	2/2	0/2
AT4G39780	AT5G10980	1/2	0/2
AT2G22430	AT5G10980	1/1	0/1
AT4G37790	AT5G10980	0/1	1/1
AT5G10030	AT5G10980	1/2	0/2
AT5G07680	AT5G10980	1/1	0/1
AT2G33550	AT5G10980	1/1	0/1
AT1G25550	AT5G10980	1/1	0/1
AT4G36540	AT5G10980	1/1	0/1
AT5G65210	AT5G12140	0/3	1/3
AT5G62430	AT5G12140	0/2	1/2
AT5G62020	AT5G12140	0/1	1/1
AT2G22200	AT5G12140	0/1	1/1
AT5G10970	AT5G12140	0/1	1/1
AT3G16870	AT5G12140	0/1	1/1
AT4G01120	AT5G12140	1/1	0/1
AT1G13260	AT5G12140	1/1	0/1
AT3G49940	AT5G12140	0/2	1/2
AT5G29000	AT5G12140	1/1	0/1
AT1G66140	AT5G12140	0/1	1/1
AT1G68670	AT5G12140	0/1	1/1
AT4G16141	AT5G12140	0/1	1/1
AT3G17609	AT5G12140	0/1	1/1
AT4G39780	AT5G12140	0/2	1/2
AT5G49450	AT5G12140	0/1	1/1
AT2G22430	AT5G12140	0/1	1/1
AT1G49560	AT5G12140	0/1	1/1
AT5G10030	AT5G12140	1/2	1/2
AT5G07680	AT5G12140	0/1	1/1
AT2G33550	AT5G12140	0/1	1/1
AT1G25550	AT5G12140	0/1	1/1
AT5G57660	AT5G12140	0/1	1/1
AT4G36540	AT5G12140	0/1	1/1
AT5G65210	AT5G17990	0/3	2/3
AT5G62430	AT5G17990	0/2	1/2
AT5G62020	AT5G17990	0/1	1/1
AT2G22200	AT5G17990	0/1	1/1
AT5G10970	AT5G17990	0/1	1/1
AT3G16870	AT5G17990	0/1	1/1
AT5G15830	AT5G17990	0/1	1/1
AT5G67420	AT5G17990	0/2	1/2
AT1G13260	AT5G17990	0/1	1/1
AT1G66140	AT5G17990	0/1	1/1
AT1G68670	AT5G17990	0/1	1/1
AT4G16141	AT5G17990	0/1	1/1
AT3G17609	AT5G17990	0/1	1/1
AT1G51140	AT5G17990	1/1	0/1
AT2G22430	AT5G17990	0/1	1/1
AT4G37790	AT5G17990	1/1	0/1
AT3G28910	AT5G17990	1/1	0/1
AT2G33550	AT5G17990	0/1	1/1
AT1G25550	AT5G17990	0/1	1/1
AT5G57660	AT5G17990	0/1	1/1
AT1G09540	AT5G17990	1/1	0/1
AT1G22640	AT5G17990	0/1	1/1
AT4G36540	AT5G17990	0/1	1/1
AT5G65210	AT5G20950	1/3	0/3
AT2G22200	AT5G20950	0/1	1/1
AT5G67420	AT5G20950	0/2	1/2
AT4G01120	AT5G20950	0/1	1/1
AT1G13260	AT5G20950	1/1	0/1
AT5G58900	AT5G20950	1/1	0/1
AT3G49940	AT5G20950	0/2	2/2
AT5G29000	AT5G20950	0/1	1/1
AT5G04340	AT5G20950	0/1	1/1
AT2G39250	AT5G20950	1/2	0/2
AT4G39780	AT5G20950	0/2	1/2
AT1G51140	AT5G20950	0/1	1/1
AT4G37790	AT5G20950	1/1	0/1
AT1G49560	AT5G20950	0/1	1/1
AT5G10030	AT5G20950	1/2	0/2
AT5G67300	AT5G20950	0/1	1/1
AT2G33550	AT5G20950	0/1	1/1
AT1G72830	AT5G20950	0/1	1/1
AT2G46680	AT5G20950	0/1	1/1
AT2G40750	AT5G20950	1/1	0/1
AT1G35560	AT5G20950	1/1	0/1
AT1G69490	AT5G20950	1/1	0/1
AT4G34000	AT5G20950	0/1	1/1
AT3G18990	AT5G20950	1/1	0/1
AT5G65210	AT5G22140	1/3	0/3
AT5G62430	AT5G22140	2/2	0/2
AT5G62020	AT5G22140	0/1	1/1
AT2G22200	AT5G22140	0/1	1/1
AT5G10970	AT5G22140	1/1	0/1
AT5G15830	AT5G22140	1/1	0/1
AT4G01120	AT5G22140	1/1	0/1
AT5G29000	AT5G22140	1/1	0/1
AT1G66140	AT5G22140	1/1	0/1
AT1G68670	AT5G22140	1/1	0/1
AT4G16141	AT5G22140	1/1	0/1
AT3G17609	AT5G22140	1/1	0/1
AT2G39250	AT5G22140	2/2	0/2
AT2G22430	AT5G22140	1/1	0/1
AT4G37790	AT5G22140	1/1	0/1
AT1G49560	AT5G22140	1/1	0/1
AT5G10030	AT5G22140	1/2	0/2
AT5G07680	AT5G22140	1/1	0/1
AT5G67300	AT5G22140	1/1	0/1
AT1G25550	AT5G22140	1/1	0/1
AT5G57660	AT5G22140	1/1	0/1
AT4G23750	AT5G22140	1/1	0/1
AT1G22640	AT5G22140	1/1	0/1
AT5G65210	AT5G23510	0/3	1/3
AT5G62430	AT5G23510	0/2	1/2
AT5G10970	AT5G23510	0/1	1/1
AT5G04760	AT5G23510	0/1	1/1
AT5G15830	AT5G23510	0/1	1/1
AT5G67420	AT5G23510	0/2	2/2
AT4G01120	AT5G23510	0/1	1/1
AT3G49940	AT5G23510	0/2	1/2
AT1G66140	AT5G23510	0/1	1/1
AT1G68670	AT5G23510	0/1	1/1
AT3G17609	AT5G23510	0/1	1/1
AT1G51140	AT5G23510	1/1	0/1
AT2G22430	AT5G23510	0/1	1/1
AT4G37790	AT5G23510	1/1	0/1
AT1G49560	AT5G23510	0/1	1/1
AT5G67300	AT5G23510	0/1	1/1
AT1G72830	AT5G23510	0/1	1/1
AT5G57660	AT5G23510	0/1	1/1
AT4G37180	AT5G23510	1/1	0/1
AT2G40750	AT5G23510	1/1	0/1
AT1G35560	AT5G23510	1/1	0/1
AT5G47230	AT5G23510	1/1	0/1
AT4G36540	AT5G23510	0/1	1/1
AT2G42280	AT5G23510	1/1	0/1
AT5G65210	AT5G24070	1/3	0/3
AT4G27950	AT5G24070	1/4	0/4
AT5G62430	AT5G24070	2/2	0/2
AT5G62020	AT5G24070	1/1	0/1
AT2G22200	AT5G24070	1/1	0/1
AT5G10970	AT5G24070	1/1	0/1
AT3G16870	AT5G24070	1/1	0/1
AT5G04760	AT5G24070	0/1	1/1
AT5G15830	AT5G24070	1/1	0/1
AT3G49940	AT5G24070	1/2	0/2
AT1G66140	AT5G24070	1/1	0/1
AT1G68670	AT5G24070	1/1	0/1
AT4G16141	AT5G24070	1/1	0/1
AT1G51140	AT5G24070	0/1	1/1
AT2G22430	AT5G24070	1/1	0/1
AT5G10030	AT5G24070	1/2	0/2
AT2G33550	AT5G24070	1/1	0/1
AT1G25550	AT5G24070	1/1	0/1
AT5G57660	AT5G24070	1/1	0/1
AT2G38470	AT5G24070	1/1	0/1
AT5G05410	AT5G24070	0/1	1/1
AT4G36540	AT5G24070	1/1	0/1
AT2G42280	AT5G24070	1/1	0/1
AT2G46270	AT5G24070	0/1	1/1
AT5G65210	AT5G40910	0/3	1/3
AT4G27950	AT5G40910	1/4	0/4
AT5G62430	AT5G40910	0/2	1/2
AT5G62020	AT5G40910	0/1	1/1
AT2G22200	AT5G40910	0/1	1/1
AT5G10970	AT5G40910	0/1	1/1
AT3G16870	AT5G40910	0/1	1/1
AT5G15830	AT5G40910	0/1	1/1
AT3G49940	AT5G40910	0/2	1/2
AT5G29000	AT5G40910	0/1	1/1
AT1G66140	AT5G40910	0/1	1/1
AT1G68670	AT5G40910	0/1	1/1
AT4G16141	AT5G40910	0/1	1/1
AT3G17609	AT5G40910	0/1	1/1
AT4G39780	AT5G40910	0/2	1/2
AT5G49450	AT5G40910	0/1	1/1
AT2G22430	AT5G40910	0/1	1/1
AT5G10030	AT5G40910	0/2	1/2
AT5G07680	AT5G40910	0/1	1/1
AT5G67300	AT5G40910	1/1	0/1
AT2G33550	AT5G40910	0/1	1/1
AT1G25550	AT5G40910	0/1	1/1
AT5G57660	AT5G40910	0/1	1/1
AT1G22640	AT5G40910	1/1	0/1
AT4G36540	AT5G40910	0/1	1/1
AT5G65210	AT5G43068	1/3	0/3
AT2G22200	AT5G43068	0/1	1/1
AT5G10970	AT5G43068	0/1	1/1
AT3G16870	AT5G43068	0/1	1/1
AT5G04760	AT5G43068	0/1	1/1
AT5G15830	AT5G43068	0/1	1/1
AT5G67420	AT5G43068	0/2	2/2
AT4G01120	AT5G43068	0/1	1/1
AT1G13260	AT5G43068	0/1	1/1
AT5G58900	AT5G43068	0/1	1/1
AT3G49940	AT5G43068	0/2	1/2
AT1G66140	AT5G43068	0/1	1/1
AT1G68670	AT5G43068	0/1	1/1
AT4G16141	AT5G43068	0/1	1/1
AT3G17609	AT5G43068	0/1	1/1
AT2G39250	AT5G43068	0/2	1/2
AT2G22430	AT5G43068	0/1	1/1
AT4G37790	AT5G43068	1/1	0/1
AT3G28910	AT5G43068	1/1	0/1
AT5G67300	AT5G43068	0/1	1/1
AT1G72830	AT5G43068	0/1	1/1
AT1G09540	AT5G43068	1/1	0/1
AT4G37180	AT5G43068	1/1	0/1
AT2G40750	AT5G43068	0/1	1/1
AT5G65210	AT5G48180	0/3	1/3
AT4G27950	AT5G48180	0/4	1/4
AT5G62430	AT5G48180	1/2	0/2
AT5G62020	AT5G48180	0/1	1/1
AT2G22200	AT5G48180	0/1	1/1
AT5G10970	AT5G48180	1/1	0/1
AT3G16870	AT5G48180	0/1	1/1
AT5G15830	AT5G48180	1/1	0/1
AT5G67420	AT5G48180	2/2	0/2
AT1G13260	AT5G48180	0/1	1/1
AT5G58900	AT5G48180	1/1	0/1
AT1G66140	AT5G48180	1/1	0/1
AT1G68670	AT5G48180	1/1	0/1
AT3G17609	AT5G48180	1/1	0/1
AT2G39250	AT5G48180	2/2	0/2
AT1G51140	AT5G48180	0/1	1/1
AT2G22430	AT5G48180	1/1	0/1
AT3G28910	AT5G48180	0/1	1/1
AT5G07680	AT5G48180	1/1	0/1
AT1G25550	AT5G48180	1/1	0/1
AT5G57660	AT5G48180	1/1	0/1
AT1G69490	AT5G48180	1/1	0/1
AT4G34000	AT5G48180	1/1	0/1
AT5G65210	AT5G48720	1/3	0/3
AT5G62020	AT5G48720	1/1	0/1
AT2G22200	AT5G48720	1/1	0/1
AT3G16870	AT5G48720	1/1	0/1
AT5G67420	AT5G48720	1/2	0/2
AT1G13260	AT5G48720	1/1	0/1
AT3G49940	AT5G48720	1/2	0/2
AT5G04340	AT5G48720	0/1	1/1
AT3G17609	AT5G48720	1/1	0/1
AT2G39250	AT5G48720	0/2	1/2
AT4G39780	AT5G48720	1/2	0/2
AT5G49450	AT5G48720	1/1	0/1
AT4G37790	AT5G48720	1/1	0/1
AT5G07680	AT5G48720	1/1	0/1
AT5G67300	AT5G48720	1/1	0/1
AT2G33550	AT5G48720	1/1	0/1
AT5G57660	AT5G48720	0/1	1/1
AT4G23750	AT5G48720	1/1	0/1
AT1G22640	AT5G48720	1/1	0/1
AT2G46680	AT5G48720	1/1	0/1
AT2G40750	AT5G48720	1/1	0/1
AT5G47230	AT5G48720	1/1	0/1
AT4G31800	AT5G48720	1/1	0/1
AT3G18990	AT5G48720	1/1	0/1
AT5G43840	AT5G48720	1/1	0/1
AT5G65210	AT5G49720	0/3	1/3
AT4G27950	AT5G49720	1/4	0/4
AT5G62430	AT5G49720	0/2	2/2
AT5G62020	AT5G49720	0/1	1/1
AT2G22200	AT5G49720	1/1	0/1
AT5G10970	AT5G49720	0/1	1/1
AT3G16870	AT5G49720	0/1	1/1
AT5G04760	AT5G49720	0/1	1/1
AT5G15830	AT5G49720	0/1	1/1
AT4G01120	AT5G49720	0/1	1/1
AT1G13260	AT5G49720	0/1	1/1
AT3G49940	AT5G49720	0/2	1/2
AT1G66140	AT5G49720	0/1	1/1
AT1G68670	AT5G49720	0/1	1/1
AT5G04340	AT5G49720	0/1	1/1
AT4G39780	AT5G49720	2/2	0/2
AT4G37790	AT5G49720	0/1	1/1
AT5G10030	AT5G49720	0/2	1/2
AT3G28910	AT5G49720	0/1	1/1
AT5G07680	AT5G49720	0/1	1/1
AT2G33550	AT5G49720	0/1	1/1
AT3G18990	AT5G49720	1/1	0/1
AT5G65210	AT5G50260	1/3	0/3
AT4G27950	AT5G50260	2/4	0/4
AT5G62430	AT5G50260	1/2	0/2
AT5G62020	AT5G50260	1/1	0/1
AT2G22200	AT5G50260	1/1	0/1
AT5G10970	AT5G50260	1/1	0/1
AT3G16870	AT5G50260	1/1	0/1
AT5G15830	AT5G50260	1/1	0/1
AT5G67420	AT5G50260	0/2	1/2
AT5G58900	AT5G50260	0/1	1/1
AT3G49940	AT5G50260	1/2	0/2
AT1G66140	AT5G50260	1/1	0/1
AT1G68670	AT5G50260	1/1	0/1
AT4G16141	AT5G50260	1/1	0/1
AT3G17609	AT5G50260	1/1	0/1
AT4G39780	AT5G50260	1/2	0/2
AT5G49450	AT5G50260	1/1	0/1
AT2G22430	AT5G50260	1/1	0/1
AT5G10030	AT5G50260	1/2	0/2
AT5G07680	AT5G50260	1/1	0/1
AT2G33550	AT5G50260	1/1	0/1
AT1G72830	AT5G50260	0/1	1/1
AT4G24020	AT5G50260	0/1	1/1
AT4G36540	AT5G50260	1/1	0/1
AT5G65210	AT5G52310	1/3	0/3
AT4G27950	AT5G52310	0/4	2/4
AT5G62430	AT5G52310	0/2	2/2
AT5G10970	AT5G52310	0/1	1/1
AT3G16870	AT5G52310	0/1	1/1
AT5G04760	AT5G52310	1/1	0/1
AT5G67420	AT5G52310	2/2	0/2
AT4G01120	AT5G52310	1/1	0/1
AT1G66140	AT5G52310	0/1	1/1
AT1G68670	AT5G52310	0/1	1/1
AT3G17609	AT5G52310	0/1	1/1
AT2G39250	AT5G52310	0/2	1/2
AT4G37790	AT5G52310	0/1	1/1
AT3G28910	AT5G52310	0/1	1/1
AT5G67300	AT5G52310	1/1	0/1
AT5G57660	AT5G52310	1/1	0/1
AT4G23750	AT5G52310	0/1	1/1
AT1G09540	AT5G52310	0/1	1/1
AT1G69490	AT5G52310	0/1	1/1
AT5G05410	AT5G52310	1/1	0/1
AT2G42280	AT5G52310	0/1	1/1
AT4G31800	AT5G52310	0/1	1/1
AT5G65210	AT5G53460	1/3	1/3
AT4G27950	AT5G53460	0/4	1/4
AT2G22200	AT5G53460	0/1	1/1
AT5G10970	AT5G53460	0/1	1/1
AT3G16870	AT5G53460	0/1	1/1
AT5G67420	AT5G53460	2/2	0/2
AT1G13260	AT5G53460	0/1	1/1
AT3G49940	AT5G53460	0/2	1/2
AT1G66140	AT5G53460	0/1	1/1
AT2G39250	AT5G53460	1/2	0/2
AT4G39780	AT5G53460	0/2	1/2
AT1G51140	AT5G53460	1/1	0/1
AT5G10030	AT5G53460	1/2	0/2
AT3G28910	AT5G53460	1/1	0/1
AT2G33550	AT5G53460	0/1	1/1
AT1G72830	AT5G53460	1/1	0/1
AT4G23750	AT5G53460	0/1	1/1
AT1G09540	AT5G53460	1/1	0/1
AT1G35560	AT5G53460	0/1	1/1
AT4G24020	AT5G53460	1/1	0/1
AT4G34000	AT5G53460	1/1	0/1
AT2G42280	AT5G53460	0/1	1/1
AT4G31800	AT5G53460	0/1	1/1
AT5G65210	AT5G53550	1/3	0/3
AT4G27950	AT5G53550	1/4	0/4
